Population
Dyslexlia 
Special Needs 
Special Education 
Disgraphia 
Gifted and talented 
Likes math 
Hates math
releuctat readers 
Loves math
African American 
Latino
English Langage Learners 
Urabn 
Suburban 
middle schools
